gid,code,name,name_en,status,lon,lat
1977,51201,หมวดทางหลวงหนองบัวใต้,NULL,TRUE,99.151179,16.79833087
1742,62903,หมวดทางหลวงหนองนาคำ,NULL,TRUE,102.332476,16.814677
1880,61902,หมวดทางหลวงหนองน้ำใส,NULL,TRUE,102.431242,13.868099
1747,63304,หมวดทางหลวงหนองพอก,NULL,TRUE,104.086311,16.276322
1932,42201,หมวดทางหลวงหนองไม้แดงที่1,NULL,TRUE,100.9888131,13.40438947
1933,42202,หมวดทางหลวงหนองไม้แดงที่2,NULL,TRUE,100.98884,13.40441918
1861,63102,หมวดทางหลวงหนองไฮ,NULL,TRUE,104.748217,15.311345
1838,55203,หมวดทางหลวงหนองไผ่,NULL,TRUE,101.057068,16.082773
1849,62701,หมวดทางหลวงหนองไผ่,NULL,TRUE,102.110477,16.584415
1732,62703,หมวดทางหลวงหนองเรือ,NULL,TRUE,102.430838,16.492213
1974,41404,หมวดทางหลวงหนองเสือ,NULL,TRUE,101.0367724,14.1824785
1899,43203,หมวดทางหลวงหนองแค,NULL,TRUE,100.9267406,14.40006125
1736,42205,หมวดทางหลวงหนองใหญ่,NULL,TRUE,101.3462948,13.13827334
1953,32105,หมวดทางหลวงหน้าสตน,NULL,TRUE,100.321679,8.006595
1760,32205,หมวดทางหลวงห้วยยอด,NULL,TRUE,99.632348,7.78998
1798,53302,หมวดทางหลวงห้วยสัก,NULL,TRUE,99.8869563,19.81963762
1759,64106,หมวดทางหลวงห้วยผึ้ง,NULL,TRUE,103.912621,16.657987
1950,33704,หมวดทางหลวงห้วยชินสีห์,NULL,TRUE,99.79918,13.455349
2048,32304,หมวดทางหลวงห้วยน้ำขาว,NULL,TRUE,99.157354,7.88466
1862,63105,หมวดทางหลวงห้วยพับ,NULL,TRUE,104.748217,15.311345
1758,64704,หมวดทางหลวงห้วยเม็ก,NULL,TRUE,103.1862,16.656371
1779,52302,หมวดทางหลวงห้างฉัตร,NULL,TRUE,99.29940481,21.32173825
1634,55202,หมวดทางหลวงวิเชียรบุรี,NULL,TRUE,101.042439,15.646279
1879,61901,หมวดทางหลวงวัฒนานคร,NULL,TRUE,102.323001,13.743915
1622,42606,หมวดทางหลวงวังจันทร์,NULL,TRUE,101.5184004,12.94434651
1809,51203,หมวดทางหลวงวังประจบ,NULL,TRUE,99.31920498,16.91575556
1627,32207,หมวดทางหลวงวังวิเศษ,NULL,TRUE,99.535798,7.766667
1942,42501,หมวดทางหลวงวังกระแจะ,NULL,TRUE,102.4752879,12.30099854
1821,51501,หมวดทางหลวงวังทอง,NULL,TRUE,100.4022783,16.83341606
1628,55402,หมวดทางหลวงวังสะพุง,NULL,TRUE,101.779109,17.300608
1839,55205,หมวดทางหลวงวังชมภู,NULL,TRUE,101.0435651,16.26426236
1623,53106,หมวดทางหลวงวังชิ้น,NULL,TRUE,99.4710109,17.78890529
1626,41305,หมวดทางหลวงวังน้อย,NULL,TRUE,100.740509,14.266158
1620,52805,หมวดทางหลวงวังเหนือ,NULL,TRUE,99.6164,19.10495
1964,31902,หมวดทางหลวงวังใหญ่,NULL,TRUE,100.85397,6.71642
1632,62204,หมวดทางหลวงวาปีปทุม,NULL,TRUE,103.372272,15.843748
1633,63205,หมวดทางหลวงวารินชำราบ,NULL,TRUE,104.900805,15.110914
1631,64203,หมวดทางหลวงวานรนิวาส,NULL,TRUE,151.2541007,17.65054127
1619,51903,หมวดทางหลวงวชิรบารมี,NULL,TRUE,100.1422719,16.52630266
1860,63101,หมวดทางหลวงวนารมย์,NULL,TRUE,104.8393387,15.27266774
1329,52804,หมวดทางหลวงงาว,NULL,TRUE,99.94358623,21.88694404
1375,32201,หมวดทางหลวงตรัง,NULL,TRUE,99.63151376,7.511551024
1374,63406,หมวดทางหลวงตระการพืชผล,NULL,TRUE,105.080929,15.695498
1373,55702,หมวดทางหลวงตรอน,NULL,TRUE,100.1049112,17.51740191
1378,41901,หมวดทางหลวงตลิ่งชัน,NULL,TRUE,100.469968,13.788433
1380,32703,หมวดทางหลวงตะกั่วป่า,NULL,TRUE,98.342734,8.868305
1381,51902,หมวดทางหลวงตะพานหิน,NULL,TRUE,100.4502102,16.21146114
1966,31403,หมวดทางหลวงตะโหมด,NULL,TRUE,100.127662,7.356197
1837,55108,หมวดทางหลวงตาดกลอย,NULL,TRUE,101.354258,17.002923
1898,43803,หมวดทางหลวงตาคลี,NULL,TRUE,100.3457175,15.26379093
1382,31706,หมวดทางหลวงตากใบ,NULL,TRUE,102.08856,6.23785
1389,61907,หมวดทางหลวงตาพระยา,NULL,TRUE,102.823032,14.036231
1308,63403,หมวดทางหลวงกุดข้าวปุ้น,NULL,TRUE,,
1310,62207,หมวดทางหลวงกุดรัง,NULL,TRUE,102.872708,16.045169
1309,64204,หมวดทางหลวงกุดบาก,NULL,TRUE,103.8178412,17.0847105
1311,64104,หมวดทางหลวงกุสุมาลย์,NULL,TRUE,104.210427,17.344247
1294,33102,หมวดทางหลวงกระบุรี,NULL,TRUE,98.71449599,10.17643374
1293,32301,หมวดทางหลวงกระบี่,NULL,TRUE,98.96528909,8.10405804
1292,62104,หมวดทางหลวงกระนวน,NULL,TRUE,103.081943,16.718251
1989,61207,หมวดทางหลวงกลางดง,NULL,TRUE,101.286629,14.643419
1296,63603,หมวดทางหลวงกันทรลักษ์,NULL,TRUE,104.64731,14.635268
2040,33103,หมวดทางหลวงกะเปอร์,NULL,TRUE,98.587387,9.5825507
1302,64701,หมวดทางหลวงกาฬสินธุ์,NULL,TRUE,103.5118742,16.4318732
1530,52704,หมวดทางหลวงฝาง,NULL,TRUE,99.180008,19.863683
1297,32804,หมวดทางหลวงกาญจนดิษฐ์,NULL,TRUE,99.67430816,9.137335509
1301,61503,หมวดทางหลวงกาบเชิง,NULL,TRUE,151.254912,14.590984
1963,31106,หมวดทางหลวงกำแพงเพชร,NULL,TRUE,100.251724,7.081847
1307,33602,หมวดทางหลวงกำแพงแสน,NULL,TRUE,,
1290,61806,หมวดทางหลวงกบินทร์บุรี,NULL,TRUE,101.763561,13.995128
1768,52106,หมวดทางหลวงอมก๋อย,NULL,TRUE,101.0367724,14.1824785
1203,43302,หมวดทางหลวงอินทร์บุรี,NULL,TRUE,100.3278296,15.00193126
1207,55801,หมวดทางหลวงอุตรดิตถ์,NULL,TRUE,100.1624436,17.67168544
1209,63802,หมวดทางหลวงอุทุมพรพิสัย,NULL,TRUE,104.1589056,15.17391656
1208,44701,หมวดทางหลวงอุทัยธานี,NULL,TRUE,100.0220586,15.44673096
1415,44507,หมวดทางหลวงทุ่งคอก,NULL,TRUE,99.93513271,14.18152272
1418,52406,หมวดทางหลวงทุ่งหัวช้าง,NULL,TRUE,99.02605361,21.01703105
1417,31803,หมวดทางหลวงทุ่งหว้า,NULL,TRUE,99.77238,7.07943
1416,32606,หมวดทางหลวงทุ่งสง,NULL,TRUE,99.532752,8.280911
1413,51306,หมวดทางหลวงทุ่งเสลี่ยม,NULL,TRUE,99.63922681,17.32059638
1414,32604,หมวดทางหลวงทุ่งใหญ่,NULL,TRUE,99.361541,8.250312
1212,51406,หมวดทางหลวงอุ้มผาง,NULL,TRUE,98.8609849,16.02348422
1881,61903,หมวดทางหลวงอรัญประเทศ,NULL,TRUE,98.4046381,17.88107694
1958,32305,หมวดทางหลวงทรายขาว,NULL,TRUE,99.25200953,7.75414807
1390,32403,หมวดทางหลวงถลาง,NULL,TRUE,98.299063,8.197574
2032,42602,หมวดทางหลวงทับมา,NULL,TRUE,101.210406,12.732217
1395,32702,หมวดทางหลวงทับปุด,NULL,TRUE,131.2407333,8.513545234
1396,33304,หมวดทางหลวงทับสะแก,NULL,TRUE,99.53697718,11.42792881
1883,61905,หมวดทางหลวงทับพริก,NULL,TRUE,102.5721109,13.81329171
1940,42305,หมวดทางหลวงทับไทร,NULL,TRUE,102.270468,12.896956
1973,41401,หมวดทางหลวงองครักษ์,NULL,TRUE,100.8910969,14.40515361
1902,44501,หมวดทางหลวงอู่ทอง,NULL,TRUE,,
1200,63305,หมวดทางหลวงอาจสามารถ,NULL,TRUE,100.510863,14.51863911
1198,64205,หมวดทางหลวงอากาศอำนวย,NULL,TRUE,102.323175,13.487619
1202,63401,หมวดทางหลวงอำนาจเจริญ,NULL,TRUE,104.6257001,15.89102171
1392,44409,หมวดทางหลวงทองผาภูมิ,NULL,TRUE,131.2369426,14.73895363
1391,55703,หมวดทางหลวงทองแสนขัน,NULL,TRUE,100.3382433,17.46977068
1407,44405,หมวดทางหลวงท่ามะกา,NULL,TRUE,99.7322829,13.96477354
1909,44407,หมวดทางหลวงท่าม่วง,NULL,TRUE,99.521307,13.77246647
1410,32102,หมวดทางหลวงท่าศาลา,NULL,TRUE,99.951886,8.623979
1775,52102,หมวดทางหลวงท่าข้าม,NULL,TRUE,98.59815847,21.19735257
1405,55802,หมวดทางหลวงท่าปลา,NULL,TRUE,100.348011,17.71238072
1951,33802,หมวดทางหลวงท่ายาง,NULL,TRUE,99.942916,13.1111
1889,43503,หมวดทางหลวงท่าหลวง,NULL,TRUE,101.0973279,15.07079649
2037,32307,หมวดทางหลวงอ่าวนาง,NULL,TRUE,98.83918062,8.073455706
1199,44804,หมวดทางหลวงอ่างทอง,NULL,TRUE,103.977905,17.609483
1402,43805,หมวดทางหลวงท่าตะโก,NULL,TRUE,100.3076837,15.63413622
1404,61506,หมวดทางหลวงท่าตูม,NULL,TRUE,103.6730117,15.31775055
1403,33603,หมวดทางหลวงท่าตำหนัก,NULL,TRUE,100.178645,13.775445
1400,32503,หมวดทางหลวงท่าฉาง,NULL,TRUE,99.148575,9.320917
1412,64402,หมวดทางหลวงท่าอุเทน,NULL,TRUE,104.661864,17.531774
1411,51405,หมวดทางหลวงท่าสองยาง,NULL,TRUE,98.05786775,17.43973677
1401,32505,หมวดทางหลวงท่าชนะ,NULL,TRUE,99.199167,9.507284
1397,33203,หมวดทางหลวงท่าแซะ,NULL,TRUE,99.201337,10.757768
1398,31802,หมวดทางหลวงท่าแพ,NULL,TRUE,99.918078,6.841866
1399,42303,หมวดทางหลวงท่าใหม่,NULL,TRUE,101.962298,12.722139
1408,32404,หมวดทางหลวงท้ายเหมือง,NULL,TRUE,98.25637816,8.43066165
1774,51205,หมวดทางหลวงท้องฟ้า,NULL,TRUE,98.94142483,17.05986452
1925,41703,หมวดทางหลวงสมุทรปราการ,NULL,TRUE,100.643134,13.663544
1689,33701,หมวดทางหลวงสมุทรสงคราม,NULL,TRUE,99.988122,13.382992
1687,64702,หมวดทางหลวงสมเด็จ,NULL,TRUE,151.22102,16.657201
1718,31102,หมวดทางหลวงสิงหนคร,NULL,TRUE,100.548559,7.239886
1719,43304,หมวดทางหลวงสิงห์บุรี,NULL,TRUE,100.4040745,14.87896866
1720,32107,หมวดทางหลวงสิชล,NULL,TRUE,99.895322,8.969747
2039,42103,หมวดทางหลวงสิบเอ็ดศอก,NULL,TRUE,101.120199,13.593497
1717,32204,หมวดทางหลวงสิเกา,NULL,TRUE,99.397824,7.552197
1896,43801,หมวดทางหลวงสุขสำราญ,NULL,TRUE,100.5160858,15.3569221
1724,31705,หมวดทางหลวงสุคิริน,NULL,TRUE,101.77856,5.94375
1728,61501,หมวดทางหลวงสุรินทร์,NULL,TRUE,151.229043,14.757895
1727,32501,หมวดทางหลวงสุราษฎร์ธานี,NULL,TRUE,99.312026,9.12589
1730,63303,หมวดทางหลวงสุวรรณภูมิ,NULL,TRUE,151.295412,15.610444
1729,62904,หมวดทางหลวงสุวรรณคูหา,NULL,TRUE,102.33321,17.480632
1725,41103,หมวดทางหลวงสุทธิสาร,NULL,TRUE,100.5613833,13.78951666
1726,44101,หมวดทางหลวงสุพรรณบุรี,NULL,TRUE,100.0643187,14.48429374
1823,51302,หมวดทางหลวงสุโขทัย,NULL,TRUE,99.85778,17.01838
1723,31703,หมวดทางหลวงสุไหงโก-ลก,NULL,TRUE,101.938061,6.020185
1692,44602,หมวดทางหลวงสรรคบุรี,NULL,TRUE,100.1443208,15.04282823
1693,44603,หมวดทางหลวงสรรพยา,NULL,TRUE,100.2549764,15.1479637
1903,44502,หมวดทางหลวงสระยายโสม,NULL,TRUE,99.89593766,14.28445689
1694,43202,หมวดทางหลวงสระบุรี,NULL,TRUE,100.956897,14.54444659
2028,64105,หมวดทางหลวงสร้างค้อ,NULL,TRUE,103.9334532,16.8576229
1706,44410,หมวดทางหลวงสังขละบุรี,NULL,TRUE,131.2377616,14.97375485
1707,61505,หมวดทางหลวงสังขะ,NULL,TRUE,103.8048085,14.68016517
1807,64603,หมวดทางหลวงสังคม,NULL,TRUE,102.360852,21.032186
1709,42804,หมวดทางหลวงสัตหีบ,NULL,TRUE,100.907255,12.671681
1713,52101,หมวดทางหลวงสันป่าตอง,NULL,TRUE,98.88305882,21.58055569
1711,53604,หมวดทางหลวงสันติสุข,NULL,TRUE,100.9333057,21.98544691
1710,52203,หมวดทางหลวงสันกำแพง,NULL,TRUE,99.09046128,21.75956827
1712,52205,หมวดทางหลวงสันทราย,NULL,TRUE,98.96159027,19.06803356
2059,52202,หมวดทางหลวงสันทราย,NULL,TRUE,98.96798824,21.8559719
1696,51305,หมวดทางหลวงสวรรคโลก,NULL,TRUE,99.83172963,17.3066093
1699,33202,หมวดทางหลวงสวี,NULL,TRUE,99.094536,10.330483
1698,44703,หมวดทางหลวงสว่างอารมณ์,NULL,TRUE,99.86098855,15.57577007
1697,64201,หมวดทางหลวงสว่างแดนดิน,NULL,TRUE,151.265368,17.474533
1914,41106,หมวดทางหลวงสะพานสูง,NULL,TRUE,100.685233,13.9514
1705,52207,หมวดทางหลวงสะเมิง,NULL,TRUE,98.57200343,21.84231643
1704,31901,หมวดทางหลวงสะเดา,NULL,TRUE,100.42294,6.63506
1875,61702,หมวดทางหลวงสะแกโพรง,NULL,TRUE,103.093478,14.95613088
1722,61106,หมวดทางหลวงสีดา,NULL,TRUE,102.5247372,15.55006518
1721,61204,หมวดทางหลวงสีคิ้ว,NULL,TRUE,101.6986366,15.0351434
1684,31101,หมวดทางหลวงสงขลา,NULL,TRUE,100.562517,7.148981
1731,61202,หมวดทางหลวงสูงเนิน,NULL,TRUE,101.855413,14.880246
1714,31305,หมวดทางหลวงสายบุรี,NULL,TRUE,101.53184,6.70329
1715,52206,หมวดทางหลวงสารภี,NULL,TRUE,99.04485103,21.69497169
1685,31107,หมวดทางหลวงสทิงพระ,NULL,TRUE,100.42641,7.515418
1703,42308,หมวดทางหลวงสอยดาว,NULL,TRUE,102.176389,13.218358
1700,53105,หมวดทางหลวงสอง,NULL,TRUE,100.1820883,21.46089333
1702,44505,หมวดทางหลวงสองพี่น้อง,NULL,TRUE,100.1028247,14.16293915
1701,53903,หมวดทางหลวงสองแคว,NULL,TRUE,100.7024856,19.36092522
1686,52303,หมวดทางหลวงสบปราบ,NULL,TRUE,99.33421024,17.8640841
1795,53906,หมวดทางหลวงผาช้างน้อย,NULL,TRUE,100.4526798,19.32502066
1780,52306,หมวดทางหลวงชมพู,NULL,TRUE,99.49158,21.23957
1355,33201,หมวดทางหลวงชุมพร,NULL,TRUE,99.117568,10.550682
1356,61508,หมวดทางหลวงชุมพลบุรี,NULL,TRUE,103.387563,15.349909
1357,61107,หมวดทางหลวงชุมพวง,NULL,TRUE,102.7174357,15.30803961
1496,63203,หมวดทางหลวงบุณฑริก,NULL,TRUE,105.3968166,14.76329997
1874,61701,หมวดทางหลวงบุรีรัมย์,NULL,TRUE,103.007368,14.914542
1443,62203,หมวดทางหลวงบรบือ,NULL,TRUE,103.1169481,16.04154038
1350,62601,หมวดทางหลวงชัยภูมิ,NULL,TRUE,102.140803,15.814507
1345,44601,หมวดทางหลวงชัยนาท,NULL,TRUE,100.092138,15.26125872
1851,62301,หมวดทางหลวงชัยพร,NULL,TRUE,102.849462,17.314681
1888,43502,หมวดทางหลวงบัวชุม,NULL,TRUE,101.1902198,15.26347666
1451,61507,หมวดทางหลวงบัวเชด,NULL,TRUE,103.867961,14.58315
1343,32605,หมวดทางหลวงชะอวด,NULL,TRUE,99.965339,8.046579
1344,33803,หมวดทางหลวงชะอำ,NULL,TRUE,99.93648318,12.82725741
1493,64302,หมวดทางหลวงบึงกาฬ,NULL,TRUE,103.874538,21.280991
1495,55201,หมวดทางหลวงบึงสามพัน,NULL,TRUE,101.008734,15.770054
1494,51906,หมวดทางหลวงบึงนาราง,NULL,TRUE,100.1248573,16.07591026
1929,41904,หมวดทางหลวงบางขุนเทียน,NULL,TRUE,100.434823,13.658743
1459,42102,หมวดทางหลวงบางคล้า,NULL,TRUE,101.2200227,13.67349279
1464,44102,หมวดทางหลวงบางปลาม้า,NULL,TRUE,100.1730069,14.39136681
1466,44801,หมวดทางหลวงบางปะหัน,NULL,TRUE,100.5108249,14.51868895
1937,42104,หมวดทางหลวงบางปะกง,NULL,TRUE,100.983582,13.600609
1467,41303,หมวดทางหลวงบางปะอิน,NULL,TRUE,100.608459,14.207492
1926,41705,หมวดทางหลวงบางปู,NULL,TRUE,100.684435,13.515026
1469,51104,หมวดทางหลวงบางระกำ,NULL,TRUE,99.93968141,16.65830954
1935,42802,หมวดทางหลวงบางละมุง,NULL,TRUE,100.9304157,13.00267678
1894,43704,หมวดทางหลวงบางตาหงาย,NULL,TRUE,99.99047141,15.93803358
1455,51505,หมวดทางหลวงบางกระทุ่ม,NULL,TRUE,100.448893,16.60939884
1939,42302,หมวดทางหลวงบางกะจะ,NULL,TRUE,102.064297,12.576324
2014,41405,หมวดทางหลวงบางอ้อ,NULL,TRUE,101.038132,14.18265
1472,33305,หมวดทางหลวงบางสะพาน,NULL,TRUE,99.43626522,11.24144248
1463,41804,หมวดทางหลวงบางบัวทอง,NULL,TRUE,100.4094884,13.87185291
1923,41701,หมวดทางหลวงบางนา,NULL,TRUE,100.644486,13.670083
1468,41706,หมวดทางหลวงบางพลี,NULL,TRUE,100.735359,13.623296
2015,41505,หมวดทางหลวงบางโทรัด,NULL,TRUE,100.263007,13.549921
2031,33604,หมวดทางหลวงบางเลน,NULL,TRUE,100.17789,14.01643
1927,41902,หมวดทางหลวงบางแค,NULL,TRUE,100.4055398,13.70964611
1934,42801,หมวดทางหลวงบางแสน,NULL,TRUE,100.91315,13.29039
1453,33702,หมวดทางหลวงบางแพ,NULL,TRUE,99.92431,13.693908
1454,41802,หมวดทางหลวงบางใหญ่,NULL,TRUE,100.4094889,13.87193518
1352,51504,หมวดทางหลวงชาติตระการ,NULL,TRUE,100.6485845,17.24561951
1339,62806,หมวดทางหลวงชนบท,NULL,TRUE,102.6041932,16.05305115
1840,55206,หมวดทางหลวงชนแดน,NULL,TRUE,100.7291696,16.11817353
1812,51402,หมวดทางหลวงช่องแคบ,NULL,TRUE,98.7018605,16.51005633
1815,51703,หมวดทางหลวงบ่อทอง,NULL,TRUE,99.71961819,16.48721815
1776,52103,หมวดทางหลวงบ่อสลี,NULL,TRUE,98.24945181,21.15138129
1904,44504,หมวดทางหลวงบ่อพลอย,NULL,TRUE,99.50767607,14.41837884
1446,53905,หมวดทางหลวงบ่อเกลือ,NULL,TRUE,101.1516076,19.080273
1351,32603,หมวดทางหลวงช้างกลาง,NULL,TRUE,99.556965,8.374419
1944,42503,หมวดทางหลวงช้างทูน,NULL,TRUE,102.4621354,12.59427055
1491,64301,หมวดทางหลวงบ้านม่วง,NULL,TRUE,103.564949,17.851026
1484,62402,หมวดทางหลวงบ้านดุง,NULL,TRUE,103.252191,17.608304
1483,61703,หมวดทางหลวงบ้านด่าน,NULL,TRUE,103.184545,15.154079
1811,51206,หมวดทางหลวงบ้านด่านลานหอย,NULL,TRUE,99.58450849,17.01232026
1948,33505,หมวดทางหลวงบ้านคา,NULL,TRUE,99.40818,13.432305
2019,51506,หมวดทางหลวงบ้านป่า,NULL,TRUE,100.353791,16.929216
1482,42603,หมวดทางหลวงบ้านฉาง,NULL,TRUE,101.0548789,12.72381391
1481,61709,หมวดทางหลวงบ้านกรวด,NULL,TRUE,103.092129,14.387022
1492,61804,หมวดทางหลวงบ้านสร้าง,NULL,TRUE,101.217093,14.003673
1956,32902,หมวดทางหลวงบ้านส้อง,NULL,TRUE,99.402757,8.62068
1490,62305,หมวดทางหลวงบ้านผือ,NULL,TRUE,102.393618,17.557837
1489,42203,หมวดทางหลวงบ้านบึง,NULL,TRUE,101.1424414,13.25183101
1487,41402,หมวดทางหลวงบ้านนา,NULL,TRUE,101.050551,14.279283
1488,32801,หมวดทางหลวงบ้านนาสาร,NULL,TRUE,99.397182,8.944535
1828,55804,หมวดทางหลวงบ้านโคก,NULL,TRUE,101.073338,21.02652659
1476,33501,หมวดทางหลวงบ้านโป่ง,NULL,TRUE,99.937474,13.793594
1478,52403,หมวดทางหลวงบ้านโฮ่ง,NULL,TRUE,98.81624895,21.38242443
1477,42101,หมวดทางหลวงบ้านโพธิ์,NULL,TRUE,101.036711,13.631786
1480,44705,หมวดทางหลวงบ้านไร่,NULL,TRUE,99.54037886,15.08429104
1479,62802,หมวดทางหลวงบ้านไผ่,NULL,TRUE,102.713466,16.038902
1787,52802,หมวดทางหลวงบ้านเอื้อม,NULL,TRUE,99.47694156,21.30312938
1986,52801,หมวดทางหลวงบ้านเสด็จ,NULL,TRUE,99.59960834,21.37745586
1895,43705,หมวดทางหลวงบ้านแดน,NULL,TRUE,99.88583865,15.91161354
1473,62805,หมวดทางหลวงบ้านแฮด,NULL,TRUE,102.76051,16.206678
1824,51307,หมวดทางหลวงบ้านแก่ง,NULL,TRUE,99.68266628,17.4589788
1853,62304,หมวดทางหลวงนิคมสงเคราะห์,NULL,TRUE,102.6796438,17.34915812
1427,32103,หมวดทางหลวงนครศรีธรรมราช,NULL,TRUE,99.946715,8.43411
2029,33601,หมวดทางหลวงนครปฐม,NULL,TRUE,100.041122,13.805878
1865,61102,หมวดทางหลวงนครราชสีมาที่1,NULL,TRUE,102.1541942,15.04975196
1866,61201,หมวดทางหลวงนครราชสีมาที่2,NULL,TRUE,102.0566525,14.82691735
1918,41302,หมวดทางหลวงนครหลวง,NULL,TRUE,100.587945,14.352538
2056,43701,หมวดทางหลวงนครสวรรค์ที่ 1,NULL,TRUE,100.121826,15.614445
2057,43702,หมวดทางหลวงนครสวรรค์ที่ 2,NULL,TRUE,100.10514,15.768701
1814,51701,หมวดทางหลวงนครชุม,NULL,TRUE,99.49486888,16.47977411
1423,41503,หมวดทางหลวงนครชัยศรี,NULL,TRUE,100.189795,13.765344
1425,64401,หมวดทางหลวงนครพนม,NULL,TRUE,104.720183,17.383927
1422,51503,หมวดทางหลวงนครไทย,NULL,TRUE,100.8105994,17.06564211
2010,31707,หมวดทางหลวงนราธิวาส,NULL,TRUE,101.815522,6.418622
1920,41601,หมวดทางหลวงนวนคร,NULL,TRUE,100.613421,14.12611364
1876,61705,หมวดทางหลวงนางรอง,NULL,TRUE,102.854677,14.656247
1830,55101,หมวดทางหลวงนางั่ว,NULL,TRUE,101.157648,16.529169
2023,63407,หมวดทางหลวงนาตาล,NULL,TRUE,105.337846,15.927255
1438,32601,หมวดทางหลวงนาบอน,NULL,TRUE,99.53334693,8.280448506
1437,53606,หมวดทางหลวงนาน้อย,NULL,TRUE,100.7875919,21.33525737
1433,32203,หมวดทางหลวงนาโยง,NULL,TRUE,99.397193,8.944503
1432,64406,หมวดทางหลวงนาแก,NULL,TRUE,104.59729,16.92558
1431,32104,หมวดทางหลวงนบพิตำ,NULL,TRUE,99.798666,8.623688
1430,41801,หมวดทางหลวงนนทบุรี,NULL,TRUE,100.532772,13.819893
1792,53602,หมวดทางหลวงน่าน,NULL,TRUE,100.7064549,21.80966217
1793,53603,หมวดทางหลวงน้ำมวบ,NULL,TRUE,100.7815846,19.01610119
1440,63604,หมวดทางหลวงน้ำขุ่น,NULL,TRUE,104.931055,14.613199
1441,55803,หมวดทางหลวงน้ำปาด,NULL,TRUE,100.7140317,17.74922823
1848,62103,หมวดทางหลวงน้ำพอง,NULL,TRUE,102.832473,16.499906
1439,62303,หมวดทางหลวงน้ำโสม,NULL,TRUE,102.2592517,17.83775923
1550,51901,หมวดทางหลวงพิจิตร,NULL,TRUE,100.3345328,16.43408303
1819,51101,หมวดทางหลวงพิษณุโลก,NULL,TRUE,100.3034815,16.81712878
1551,55704,หมวดทางหลวงพิชัย,NULL,TRUE,100.2392698,17.26035033
1552,63202,หมวดทางหลวงพิบูลมังสาหาร,NULL,TRUE,105.280633,15.166515
1915,41501,หมวดทางหลวงพุทธมณฑล,NULL,TRUE,100.315393,13.70510961
1555,61707,หมวดทางหลวงพุทไธสง,NULL,TRUE,103.052922,15.542214
1556,32502,หมวดทางหลวงพุนพิน,NULL,TRUE,99.15291,9.14806
1537,43703,หมวดทางหลวงพยุหะคีรี,NULL,TRUE,100.1342706,15.46523882
1538,43301,หมวดทางหลวงพรหมบุรี,NULL,TRUE,100.4392104,14.8668997
1806,64602,หมวดทางหลวงพระธาตุบังพวน,NULL,TRUE,102.683448,17.74259
1847,62102,หมวดทางหลวงพระลับ,NULL,TRUE,102.813454,16.763481
1542,41704,หมวดทางหลวงพระสมุทรเจดีย์,NULL,TRUE,100.55487,13.60454
1778,52301,หมวดทางหลวงพระบาท,NULL,TRUE,,
1539,41301,หมวดทางหลวงพระนครศรีอยุธยาที่ 1,NULL,TRUE,100.587945,14.352538
2013,41306,หมวดทางหลวงพระนครศรีอยุธยาที่2,NULL,TRUE,100.587754,14.352689
1541,43205,หมวดทางหลวงพระพุทธบาท,NULL,TRUE,100.7919006,14.72760721
1543,51207,หมวดทางหลวงพรานกระต่าย,NULL,TRUE,99.58307277,16.6687164
1544,52705,หมวดทางหลวงพร้าว,NULL,TRUE,99.19053399,19.31925656
1545,62801,หมวดทางหลวงพล,NULL,TRUE,102.607418,15.811598
1938,42301,หมวดทางหลวงพลับพลา,NULL,TRUE,102.145557,12.620824
2018,43104,หมวดทางหลวงพัฒนานิคม,NULL,TRUE,100.947965,14.888885
1548,32701,หมวดทางหลวงพังงา,NULL,TRUE,98.505631,8.426703
1547,64202,หมวดทางหลวงพังโคน,NULL,TRUE,103.688377,17.397531
2009,26106,หมวดทางหลวงพัทยา,NULL,TRUE,100.984393,13.117279
1549,31401,หมวดทางหลวงพัทลุง,NULL,TRUE,100.8069041,14.81669563
1449,33104,หมวดทางหลวงพะโต๊ะ,NULL,TRUE,98.78905028,9.81603571
1546,53501,หมวดทางหลวงพะเยา,NULL,TRUE,99.83157042,19.09030337
2002,26104,หมวดทางหลวงพานทอง,NULL,TRUE,100.071865,7.614615
1531,32904,หมวดทางหลวงพนม,NULL,TRUE,98.560687,8.89686
1532,44503,หมวดทางหลวงพนมทวน,NULL,TRUE,99.8017275,14.2347121
2038,42105,หมวดทางหลวงพนมสารคาม,NULL,TRUE,101.49201,13.747435
2033,42204,หมวดทางหลวงพนัสนิคม,NULL,TRUE,101.269689,13.33058073
1863,63204,หมวดทางหลวงโขงเจียม,NULL,TRUE,105.498083,15.56855
1270,64103,หมวดทางหลวงโคกศรีสุพรรณ,NULL,TRUE,104.282498,17.042905
1844,55503,หมวดทางหลวงโคกงาม,NULL,TRUE,101.247238,17.35927
1885,43102,หมวดทางหลวงโคกตูม,NULL,TRUE,100.6563045,14.79873644
1271,43105,หมวดทางหลวงโคกสำโรง,NULL,TRUE,100.8203071,15.07621427
1269,31303,หมวดทางหลวงโคกโพธิ์,NULL,TRUE,101.09464,6.73056
1268,43505,หมวดทางหลวงโคกเจริญ,NULL,TRUE,100.8764525,15.42500137
1842,55501,หมวดทางหลวงโป่งชี,NULL,TRUE,101.159671,17.20332
1856,62604,หมวดทางหลวงโป่งนก,NULL,TRUE,101.445645,15.82457
1267,62201,หมวดทางหลวงโกสุมพิสัย,NULL,TRUE,103.03887,16.250028
